"selec","View","Channel","bottom.freq","top.freq","Peak Freq (Hz)","Delta Time (s)","Delta Freq (Hz)","start","end","Adulto","Polluelo","Clicks","Sobrelapamiento","Lejos","Agua/Viento","Otro animal","selec.file","sound.files"
44,"Spectrogram 1",1,0,10.592647,3316.113,0.0858,10592.647,82.830557573,82.916359593,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
45,"Spectrogram 1",1,0,10.808824,818.262,0.9032,10808.824,83.232472298,84.135651455,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
46,"Spectrogram 1",1,0,10.592647,602.93,0.1716,10592.647,84.1943581,84.36596214,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
47,"Spectrogram 1",1,0,10.592647,2842.383,0.131,10592.647,84.361446244,84.492407222,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
48,"Spectrogram 1",1,0,10.484559,2799.316,0.149,10484.559,84.492407222,84.641431782,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
49,"Spectrogram 1",1,0,10.592647,689.062,0.149,10592.647,84.636915887,84.785940448,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
50,"Spectrogram 1",1,0,10.700735,1765.723,0.1535,10700.735,84.785940448,84.939480904,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
51,"Spectrogram 1",1,0,10.484559,1550.391,0.1174,10484.559,84.9439968,85.06141009,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
53,"Spectrogram 1",1,0,10.700735,1162.793,1.1064,10700.735,85.449777067,86.556171534,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
58,"Spectrogram 1",1,0,10.700735,1636.523,0.8941,10700.735,98.333627475,99.22777484,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
59,"Spectrogram 1",1,0,10.592647,775.195,0.6232,10592.647,99.22777484,99.850968458,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
61,"Spectrogram 1",1,0,10.700735,1119.727,0.7271,10700.735,102.474703788,103.201763009,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
62,"Spectrogram 1",1,0,10.808824,1722.656,0.1671,10808.824,103.201763009,103.368851153,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
63,"Spectrogram 1",1,0,10.700735,904.395,1.0296,10700.735,103.368851153,104.398475391,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
64,"Spectrogram 1",1,0,9.727941,1851.855,0.1445,9727.941,104.76426295,104.908771615,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
65,"Spectrogram 1",1,0,10.700735,1119.727,0.7948,10700.735,104.917803406,105.712601064,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
66,"Spectrogram 1",1,0,10.592647,1076.66,0.6051,10592.647,105.703569273,106.308699308,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
67,"Spectrogram 1",1,0,10.700735,1765.723,0.1716,10700.735,106.317731099,106.489335139,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
68,"Spectrogram 1",1,0,10.700735,1033.594,1.3277,10700.735,106.507398722,107.835072082,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
70,"Spectrogram 1",1,0,10.700735,861.328,1.0477,10700.735,120.416357667,121.464045489,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
72,"Spectrogram 1",1,0,10.484559,1162.793,0.9845,10484.559,125.943814081,126.928279362,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
73,"Spectrogram 1",1,0,10.700735,904.395,0.7677,10700.735,133.413105537,134.18080782,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
74,"Spectrogram 1",1,0,10.376471,990.527,0.298,10376.471,134.189839612,134.487888734,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
75,"Spectrogram 1",1,0,10.592647,732.129,0.4335,10592.647,134.487888734,134.921414729,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
76,"Spectrogram 1",1,0,10.808824,1679.59,0.7045,10808.824,134.93044652,135.634926263,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
77,"Spectrogram 1",1,0,10.592647,1722.656,0.6954,10592.647,135.643958054,136.339406005,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
78,"Spectrogram 1",1,0,10.592647,559.863,1.3728,10592.647,136.348437796,137.721270114,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
80,"Spectrogram 1",1,0,10.592647,990.527,0.9212,10592.647,161.22199143,162.14323417,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
81,"Spectrogram 1",1,0,10.700735,1464.258,1.2915,10700.735,165.448869858,166.740416052,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
82,"Spectrogram 1",1,0,10.592647,1636.523,0.1626,10592.647,167.481022961,167.643595209,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
83,"Spectrogram 1",1,0,10.808824,1765.723,1.3728,10808.824,167.661658792,169.03449111,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
84,"Spectrogram 1",1,0,10.376471,1335.059,0.2168,10376.471,170.100242515,170.317005512,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
85,"Spectrogram 1",1,0,10.268382,1464.258,0.1535,10268.382,170.317005512,170.470545969,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
86,"Spectrogram 1",1,0,10.700735,1248.926,1.3186,10700.735,170.470545969,171.789187538,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
89,"Spectrogram 1",1,0,10.592647,1421.191,1.2735,10592.647,189.771484496,191.044967107,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
90,"Spectrogram 1",1,0,10.592647,947.461,0.6322,10592.647,191.424302226,192.056527636,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
91,"Spectrogram 1",1,0,10.808824,1076.66,0.6774,10808.824,192.932611418,193.609995785,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
92,"Spectrogram 1",1,0,10.700735,818.262,0.9935,10700.735,193.619027577,194.612524649,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
93,"Spectrogram 1",1,0,10.916912,861.328,0.9845,10916.912,196.165992799,197.150458079,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
94,"Spectrogram 1",1,0,10.592647,1335.059,0.8941,10592.647,197.827842447,198.721989812,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
95,"Spectrogram 1",1,0,10.592647,1162.793,0.8851,10592.647,199.245833698,200.130949271,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
98,"Spectrogram 1",1,0,10.808824,1507.324,0.9393,10808.824,213.001252101,213.940558424,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
100,"Spectrogram 1",1,0,10.808824,1421.191,1.2283,10808.824,217.345543819,218.573867472,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
101,"Spectrogram 1",1,0,10.484559,1335.059,0.9935,10484.559,219.738968584,220.732465656,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
102,"Spectrogram 1",1,0,10.808824,947.461,0.9393,10808.824,222.005948267,222.94525459,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
103,"Spectrogram 1",1,0,10.700735,1076.66,1.1651,10700.735,238.606381064,239.771482176,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
104,"Spectrogram 1",1,0,10.592647,1421.191,1.129,10592.647,246.084704456,247.213678402,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
105,"Spectrogram 1",1,0,10.592647,1205.859,0.9032,10592.647,249.923215872,250.826395028,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-26.Table.1.selections.txt","ZOOM0014_TrLR-26.wav"
1,"Spectrogram 1",1,0,10.268382,1464.258,0.1626,10268.382,1.508309192,1.67088144,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
2,"Spectrogram 1",1,0,10.700735,947.461,0.6864,10700.735,1.67088144,2.357297599,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
5,"Spectrogram 1",1,0,10.484559,1593.457,0.1897,10484.559,8.805996752,8.995664375,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
6,"Spectrogram 1",1,0,10.916912,1593.457,0.1806,10916.912,8.995664375,9.176300206,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
7,"Spectrogram 1",1,0,10.592647,1464.258,0.1806,10592.647,9.176300206,9.356936038,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
8,"Spectrogram 1",1,0,10.592647,1550.391,0.2077,10592.647,9.356936038,9.564667244,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
9,"Spectrogram 1",1,0,10.484559,1507.324,0.3884,10484.559,9.582730827,9.971097864,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
10,"Spectrogram 1",1,0,10.700735,689.062,1.0477,10700.735,13.547687324,14.595375146,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
11,"Spectrogram 1",1,0,10.268382,602.93,0.578,10268.382,15.146314432,15.724349092,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
23,"Spectrogram 1",1,0,10.592647,1291.992,1.0206,10592.647,81.466758697,82.487351144,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
24,"Spectrogram 1",1,0,10.700735,689.062,0.7406,10700.735,84.718203635,85.458810544,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
25,"Spectrogram 1",1,0,10.484559,1378.125,0.2077,10484.559,84.492408846,84.700140052,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
26,"Spectrogram 1",1,0,10.700735,1119.727,1.1199,10700.735,87.680631269,88.800573423,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
27,"Spectrogram 1",1,0,9.511765,1378.125,0.1897,9511.765,90.019865285,90.209532908,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
28,"Spectrogram 1",1,0,10.592647,689.062,0.6684,10592.647,90.218564699,90.886917275,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
29,"Spectrogram 1",1,0,10.592647,1421.191,0.7858,10592.647,107.984098635,108.769864501,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
31,"Spectrogram 1",1,0,10.700735,1679.59,0.84,10700.735,110.657508939,111.497465554,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
32,"Spectrogram 1",1,0,10.484559,1765.723,1.0116,10484.559,111.497465554,112.50902621,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
33,"Spectrogram 1",1,0,10.592647,818.262,1.0206,10592.647,114.848260201,115.868852648,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
35,"Spectrogram 1",1,0,10.592647,1119.727,1.0477,10592.647,119.020947904,120.068635726,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
37,"Spectrogram 1",1,0,10.484559,1335.059,1.147,10484.559,130.229401188,131.376438717,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
38,"Spectrogram 1",1,0,10.268382,689.062,0.1987,10268.382,131.3945023,131.593201714,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
39,"Spectrogram 1",1,0,1.729412,602.93,0.4516,1729.412,131.584169923,132.035759501,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
44,"Spectrogram 1",1,0,10.700735,1335.059,0.1987,10700.735,138.046416623,138.245116038,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
45,"Spectrogram 1",1,0,10.160294,689.062,0.7587,10160.294,138.254147829,139.012818321,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
46,"Spectrogram 1",1,0,10.592647,689.062,0.7767,10592.647,143.176474233,143.953208308,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
47,"Spectrogram 1",1,0,10.484559,689.062,0.7858,10484.559,147.845910448,148.631676314,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
48,"Spectrogram 1",1,0,10.808824,1162.793,1.0658,10808.824,149.047138726,150.112890131,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
49,"Spectrogram 1",1,0,10.700735,1378.125,0.1445,10700.735,162.58579409,162.730302755,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
50,"Spectrogram 1",1,0,9.944118,775.195,0.6232,9944.118,162.748366338,163.371559956,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
51,"Spectrogram 1",1,0,10.484559,861.328,1.0296,10484.559,164.906964522,165.936588761,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
52,"Spectrogram 1",1,0,10.592647,1205.859,1.0928,10592.647,166.01787486,167.11072164,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
53,"Spectrogram 1",1,0,10.592647,818.262,0.6684,10592.647,167.128785223,167.797137799,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
55,"Spectrogram 1",1,0,10.484559,1679.59,0.7587,10484.559,168.501617541,169.260288032,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
56,"Spectrogram 1",1,0,10.808824,1464.258,0.1806,10808.824,171.211155011,171.391790842,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
57,"Spectrogram 1",1,0,10.592647,645.996,0.4697,10592.647,171.409854425,171.879507587,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
59,"Spectrogram 1",1,0,10.916912,1421.191,0.9032,10916.912,174.89612588,175.799305037,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
60,"Spectrogram 1",1,0,10.592647,1162.793,1.129,10592.647,175.808336829,176.937310774,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
61,"Spectrogram 1",1,0,10.484559,689.062,0.4697,10484.559,187.025821929,187.49547509,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
62,"Spectrogram 1",1,0,10.160294,732.129,0.8219,10160.294,188.181891249,189.003784282,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
63,"Spectrogram 1",1,0,10.700735,1636.523,1.1019,10700.735,189.861804481,190.963683052,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
64,"Spectrogram 1",1,0,10.808824,990.527,0.5329,10808.824,189.328928778,189.861804481,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
65,"Spectrogram 1",1,0,10.268382,1851.855,0.1716,10268.382,191.875893975,192.047498015,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
66,"Spectrogram 1",1,0,10.484559,689.062,0.3974,10484.559,192.074593389,192.471992218,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
67,"Spectrogram 1",1,0,10.700735,1162.793,0.5148,10700.735,192.471992218,192.986804338,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
68,"Spectrogram 1",1,0,10.484559,1248.926,0.3613,10484.559,192.986804338,193.348076,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
69,"Spectrogram 1",1,0,10.700735,1636.523,1.0748,10700.735,193.348076,194.422859197,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
70,"Spectrogram 1",1,0,10.700735,1550.391,0.1716,10700.735,194.585431445,194.757035485,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
71,"Spectrogram 1",1,0,10.700735,1119.727,0.9574,10700.735,194.748003693,195.705373599,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
72,"Spectrogram 1",1,0,10.592647,1335.059,0.8671,10592.647,197.484636538,198.351688528,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
73,"Spectrogram 1",1,0,10.700735,818.262,1.0116,10700.735,205.595185314,206.60674597,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
74,"Spectrogram 1",1,0,10.700735,1378.125,0.8038,10700.735,207.979578288,208.783407737,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
75,"Spectrogram 1",1,0,10.592647,645.996,0.5238,10592.647,207.202844213,207.726688124,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
76,"Spectrogram 1",1,0,10.700735,904.395,1.129,10700.735,209.000170735,210.12914468,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
77,"Spectrogram 1",1,0,10.916912,1378.125,1.0658,10916.912,210.12914468,211.194896085,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
78,"Spectrogram 1",1,0,7.998529,344.531,0.1355,7998.529,215.015343893,215.150820766,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
79,"Spectrogram 1",1,0,10.916912,1162.793,1.3006,10916.912,215.159852558,216.460430543,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
80,"Spectrogram 1",1,0,8.647059,1464.258,0.1626,8647.059,216.758479665,216.921051913,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
81,"Spectrogram 1",1,0,10.700735,775.195,0.7587,10700.735,216.930083705,217.688754196,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
82,"Spectrogram 1",1,0,10.592647,1765.723,0.1626,10592.647,217.82423107,217.986803318,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
83,"Spectrogram 1",1,0,10.592647,1378.125,1.1199,10592.647,217.986803318,219.106745472,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
84,"Spectrogram 1",1,0,10.808824,1291.992,0.9483,10808.824,219.377699219,220.326037334,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
85,"Spectrogram 1",1,0,10.484559,1248.926,0.8309,10484.559,220.461514207,221.292439031,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
86,"Spectrogram 1",1,0,10.592647,689.062,1.0296,10592.647,235.400097332,236.429721571,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
87,"Spectrogram 1",1,0,10.700735,818.262,0.9664,10700.735,239.834706966,240.801108664,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
88,"Spectrogram 1",1,0,10.376471,1636.523,0.1897,10376.471,246.066643147,246.25631077,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
89,"Spectrogram 1",1,0,10.700735,689.062,0.8671,10700.735,246.274374353,247.141426343,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
90,"Spectrogram 1",1,0,10.484559,775.195,0.9935,10484.559,257.600240927,258.593738,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
91,"Spectrogram 1",1,0,10.484559,1550.391,0.1626,10484.559,263.019315842,263.18188809,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
92,"Spectrogram 1",1,0,10.376471,990.527,0.4155,10376.471,263.199951673,263.615414085,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
93,"Spectrogram 1",1,0,10.700735,775.195,0.8219,10700.735,265.069532528,265.89142556,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
94,"Spectrogram 1",1,0,10.700735,689.062,0.7496,10700.735,266.090124975,266.839763675,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
95,"Spectrogram 1",1,0,10.808824,1291.992,0.6774,10808.824,267.083622047,267.761006414,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
96,"Spectrogram 1",1,0,10.808824,904.395,0.7767,10808.824,267.751974623,268.528708697,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
97,"Spectrogram 1",1,0,10.484559,861.328,0.3793,10484.559,268.537740489,268.917075735,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
99,"Spectrogram 1",1,0,10.916912,1291.992,1.2012,10916.912,279.339763124,280.540991402,"y","n","n","n","n","n","n","2/ZOOM0014_TrLR-33.Table.1.selections.txt","ZOOM0014_TrLR-33.wav"
2,"Spectrogram 1",1,0,10.376471,559.863,0.8839,10376.471,14.335523025,15.219406468,"y","n","n","n","n","n","n","3/ZOOM0016_TrLR-17.Table.1.selections.txt","ZOOM0016_TrLR-17.wav"
3,"Spectrogram 1",1,0,10.246765,1722.656,1.221,10246.765,17.136984081,18.357941718,"y","n","n","n","y","n","n","3/ZOOM0016_TrLR-17.Table.1.selections.txt","ZOOM0016_TrLR-17.wav"
