"selec","View","Channel","bottom.freq","top.freq","Peak Freq (Hz)","Delta Time (s)","Delta Freq (Hz)","start","end","Adulto","Polluelo","Clicks","Sobrelapamiento","Lejos","Agua/Viento","Otro animal","selec.file","sound.files"
65,"Spectrogram 1",1,0,10.484559,861.328,0.9032,10484.559,286.217468285,287.120647441,"y","n","n","n","n","n","n","2/ZOOM0008_TrLR-6.Table.1.selections.txt","ZOOM0008_TrLR-6.wav"
66,"Spectrogram 1",1,0,10.376471,689.062,1.0161,10376.471,288.746369923,289.762446474,"y","n","n","n","n","n","n","2/ZOOM0008_TrLR-6.Table.1.selections.txt","ZOOM0008_TrLR-6.wav"
2,"Spectrogram 1",1,0,1.188971,43.066,0.9393,1188.971,8.155707632,9.095013955,"y","n","n","n","y","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
6,"Spectrogram 1",1,0,1.729412,258.398,0.6548,1729.412,42.675214417,43.330019305,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
23,"Spectrogram 1",1,0,10.268382,43.066,0.1716,10268.382,83.291179526,83.462783566,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
24,"Spectrogram 1",1,0,10.484559,86.133,0.2168,10484.559,83.462783566,83.679546564,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
26,"Spectrogram 1",1,0,10.376471,86.133,0.1535,10376.471,83.675030668,83.828571125,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
27,"Spectrogram 1",1,0,10.484559,43.066,0.1671,10484.559,83.819539333,83.986627477,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
28,"Spectrogram 1",1,0,10.376471,86.133,0.1535,10376.471,83.986627477,84.140167934,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
29,"Spectrogram 1",1,0,10.700735,43.066,0.1581,10700.735,84.140167934,84.298224286,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
30,"Spectrogram 1",1,0,10.592647,129.199,0.2213,10592.647,84.302740182,84.524019075,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
31,"Spectrogram 1",1,0,10.700735,86.133,0.1355,10700.735,84.740782012,84.876258886,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
32,"Spectrogram 1",1,0,9.944118,43.066,0.131,9944.118,84.971092697,85.102053675,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
33,"Spectrogram 1",1,0,10.376471,172.266,0.149,10376.471,85.142696737,85.291721298,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
34,"Spectrogram 1",1,0,10.808824,86.133,0.1039,10808.824,85.553643253,85.657508856,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
35,"Spectrogram 1",1,0,10.592647,86.133,0.0903,10592.647,85.662024752,85.752342668,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
36,"Spectrogram 1",1,0,9.295588,86.133,0.1581,9295.588,85.797501626,85.955557978,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
37,"Spectrogram 1",1,0,8.971324,86.133,0.1039,8971.324,85.969105665,86.072971268,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
38,"Spectrogram 1",1,0,8.971324,86.133,0.1129,8971.324,86.08200306,86.194900455,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
39,"Spectrogram 1",1,0,10.268382,86.133,0.2258,10268.382,86.212964038,86.438758827,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
40,"Spectrogram 1",1,0,10.592647,86.133,0.1852,10592.647,86.569719805,86.754871532,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
41,"Spectrogram 1",1,0,10.484559,86.133,0.1445,10484.559,86.768419219,86.912927884,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
42,"Spectrogram 1",1,0,10.268382,86.133,0.1852,10268.382,86.912927884,87.098079611,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
45,"Spectrogram 1",1,0,10.268382,861.328,0.2935,10268.382,92.788108177,93.081641403,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
46,"Spectrogram 1",1,0,9.944118,43.066,0.9258,9944.118,93.081641403,94.007400039,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
47,"Spectrogram 1",1,0,10.323409,43.066,0.6322,10323.409,95.813758292,96.445983701,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
50,"Spectrogram 1",1,0,10.122955,43.066,0.1671,10122.955,119.420602762,119.587690906,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
51,"Spectrogram 1",1,0,10.323409,86.133,0.1761,10323.409,119.587690906,119.763810841,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
52,"Spectrogram 1",1,0,9.521591,86.133,0.1806,9521.591,119.772842633,119.953478464,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
53,"Spectrogram 1",1,0,10.624091,86.133,0.1806,10624.091,119.948962568,120.1295984,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
54,"Spectrogram 1",1,0,10.423636,86.133,0.1942,10423.636,120.1295984,120.323781918,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
55,"Spectrogram 1",1,0,8.519318,43.066,0.2619,8519.318,120.337329606,120.599251561,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
57,"Spectrogram 1",1,0,2.004545,43.066,0.5555,2004.545,130.127791465,130.683246647,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
58,"Spectrogram 1",1,0,2.004545,43.066,0.5329,2004.545,130.696794334,131.229670036,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
60,"Spectrogram 1",1,0,1.703864,516.797,0.3116,1703.864,143.978043418,144.289640227,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
61,"Spectrogram 1",1,0,10.523864,430.664,1.0748,10523.864,144.289640227,145.364423423,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
63,"Spectrogram 1",1,0,10.523864,990.527,0.3206,10523.864,157.688302632,158.008931233,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
64,"Spectrogram 1",1,0,10.624091,559.863,0.998,10624.091,158.013447129,159.011460097,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
65,"Spectrogram 1",1,0,1.603636,301.465,0.1897,1603.636,167.122008803,167.311676426,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
66,"Spectrogram 1",1,0,1.503409,301.465,0.1535,1503.409,167.320708217,167.474248674,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
67,"Spectrogram 1",1,0,1.302955,258.398,0.1626,1302.955,167.47876457,167.641336818,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
68,"Spectrogram 1",1,0,10.423636,1119.727,0.1219,10423.636,167.650368609,167.772297796,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
69,"Spectrogram 1",1,0,10.724318,301.465,0.7496,10724.318,167.763266004,168.512904704,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
70,"Spectrogram 1",1,0,10.423636,301.465,0.1761,10423.636,168.512904704,168.68902464,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
71,"Spectrogram 1",1,0,2.104773,301.465,0.0813,2104.773,168.707088223,168.788374347,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
72,"Spectrogram 1",1,0,1.503409,301.465,0.1084,1503.409,168.860628679,168.969010178,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
73,"Spectrogram 1",1,0,1.503409,301.465,0.2077,1503.409,168.973526074,169.18125728,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
74,"Spectrogram 1",1,0,1.904318,818.262,0.1897,1904.318,170.034761523,170.224429146,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
75,"Spectrogram 1",1,0,1.703864,301.465,0.0948,1703.864,170.283135791,170.377969602,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
76,"Spectrogram 1",1,0,1.503409,387.598,0.131,1503.409,170.427644456,170.558605433,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
77,"Spectrogram 1",1,0,1.703864,818.262,0.1264,1703.864,170.567637225,170.694082307,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
78,"Spectrogram 1",1,0,2.806364,818.262,0.14,2806.364,170.698598203,170.838590972,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
79,"Spectrogram 1",1,0,1.603636,732.129,0.1084,1603.636,170.888265826,170.996647324,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
80,"Spectrogram 1",1,0,1.703864,818.262,0.0903,1703.864,171.050838074,171.14115599,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
81,"Spectrogram 1",1,0,1.503409,301.465,0.0452,1503.409,171.403077945,171.448236903,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
82,"Spectrogram 1",1,0,2.004545,1507.324,0.0361,2004.545,171.466300486,171.502427652,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
83,"Spectrogram 1",1,0,1.703864,344.531,0.0903,1703.864,172.057882833,172.148200749,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
84,"Spectrogram 1",1,0,1.804091,473.73,0.0993,1804.091,172.261098144,172.360447851,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
85,"Spectrogram 1",1,0,1.904318,301.465,0.1129,1904.318,172.459797558,172.572694953,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
86,"Spectrogram 1",1,0,1.703864,301.465,0.0361,1703.864,172.635917494,172.67204466,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
87,"Spectrogram 1",1,0,1.603636,516.797,0.1129,1603.636,172.780426159,172.893323553,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
88,"Spectrogram 1",1,0,1.403182,602.93,0.1174,1403.182,172.906871241,173.024284531,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
89,"Spectrogram 1",1,0,2.004545,602.93,0.1084,2004.545,173.105570595,173.213952094,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
90,"Spectrogram 1",1,0,1.302955,516.797,0.131,1302.955,173.254595156,173.385556133,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
91,"Spectrogram 1",1,0,2.004545,301.465,0.1219,2004.545,173.552644277,173.674573464,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
92,"Spectrogram 1",1,0,1.403182,301.465,0.1355,1403.182,173.683605255,173.819082129,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
93,"Spectrogram 1",1,0,1.603636,301.465,0.1445,1603.636,174.022297439,174.166806104,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
94,"Spectrogram 1",1,0,1.804091,301.465,0.2077,1804.091,174.193901479,174.401632685,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
95,"Spectrogram 1",1,0,1.603636,301.465,0.1129,1603.636,174.442275747,174.555173141,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
96,"Spectrogram 1",1,0,2.405455,473.73,0.14,2405.455,174.591300308,174.731293077,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
97,"Spectrogram 1",1,0,1.904318,301.465,0.1174,1904.318,174.74935666,174.86676995,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
98,"Spectrogram 1",1,0,1.904318,516.797,0.1219,1904.318,174.889349429,175.011278615,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
99,"Spectrogram 1",1,0,2.405455,301.465,0.149,2405.455,175.079017052,175.228041613,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
100,"Spectrogram 1",1,0,1.703864,559.863,0.1626,1703.864,175.828655752,175.991228,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
101,"Spectrogram 1",1,0,2.104773,301.465,0.1264,2104.773,176.135736665,176.262181747,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
102,"Spectrogram 1",1,0,1.904318,775.195,0.1355,1904.318,176.307340705,176.442817579,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
103,"Spectrogram 1",1,0,1.804091,473.73,0.14,1804.091,176.460881162,176.600873931,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
104,"Spectrogram 1",1,0,1.603636,473.73,0.1897,1603.636,176.605389827,176.79505745,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
105,"Spectrogram 1",1,0,1.302955,818.262,0.1219,1302.955,176.849248139,176.971177325,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
106,"Spectrogram 1",1,0,2.205,904.395,0.1039,2205,177.98273798,178.086603583,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
107,"Spectrogram 1",1,0,2.104773,301.465,0.0768,2104.773,178.15434202,178.231112248,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
108,"Spectrogram 1",1,0,2.004545,301.465,0.0677,2004.545,178.334977851,178.402716288,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
109,"Spectrogram 1",1,0,2.305227,559.863,0.1084,2305.227,179.590396879,179.698778378,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
110,"Spectrogram 1",1,0,10.523864,861.328,0.7587,10523.864,179.762000919,180.52067141,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
111,"Spectrogram 1",1,0,1.904318,775.195,0.2935,1904.318,200.137722331,200.431255556,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
112,"Spectrogram 1",1,0,10.824545,732.129,0.1852,10824.545,200.462866827,200.648018554,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
113,"Spectrogram 1",1,0,10.624091,775.195,0.2484,10624.091,200.648018554,200.896392822,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
114,"Spectrogram 1",1,0,10.624091,1808.789,1.2012,10624.091,200.905424614,202.106652892,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
115,"Spectrogram 1",1,0,1.703864,43.066,0.0677,1703.864,219.009650507,219.077388944,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
116,"Spectrogram 1",1,0,1.703864,1162.793,0.1129,1703.864,219.149643276,219.262540671,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
117,"Spectrogram 1",1,0,1.603636,1119.727,0.1355,1603.636,219.276088358,219.411565231,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
118,"Spectrogram 1",1,0,1.302955,129.199,0.1174,1302.955,219.407049336,219.524462626,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
119,"Spectrogram 1",1,0,1.904318,861.328,0.1039,1904.318,219.569621584,219.673487187,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
120,"Spectrogram 1",1,0,2.104773,1033.594,0.1355,2104.773,219.69155077,219.827027644,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
121,"Spectrogram 1",1,0,1.804091,1119.727,0.1445,1804.091,219.822511748,219.967020413,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
122,"Spectrogram 1",1,0,1.403182,1119.727,0.1355,1403.182,219.967020413,220.102497286,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
123,"Spectrogram 1",1,0,1.403182,1291.992,0.149,1403.182,220.165719827,220.314744388,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
124,"Spectrogram 1",1,0,1.804091,43.066,0.1535,1804.091,220.4095782,220.563118656,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
125,"Spectrogram 1",1,0,1.503409,602.93,0.2258,1503.409,224.071969619,224.297764409,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
126,"Spectrogram 1",1,0,1.503409,645.996,0.4606,1503.409,224.293248513,224.753869883,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
128,"Spectrogram 1",1,0,10.924773,1119.727,0.1535,10924.773,250.792525053,250.946065509,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
129,"Spectrogram 1",1,0,9.321136,602.93,0.131,9321.136,250.946065509,251.077026487,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
130,"Spectrogram 1",1,0,1.904318,559.863,0.149,1904.318,251.077026487,251.226051048,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
131,"Spectrogram 1",1,0,2.004545,602.93,0.1445,2004.545,251.239598735,251.3841074,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-1.Table.1.selections.txt","ZOOM0010_TrLR-1.wav"
1,"Spectrogram 1",1,0,10.376471,861.328,0.8354,10376.471,12.17485485,13.01029557,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
2,"Spectrogram 1",1,0,10.592647,1119.727,0.4064,10592.647,13.213510881,13.619941501,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
3,"Spectrogram 1",1,0,10.484559,990.527,0.2439,10484.559,13.746386583,13.990244955,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
4,"Spectrogram 1",1,0,10.700735,559.863,0.131,10700.735,13.990244955,14.121205933,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
5,"Spectrogram 1",1,0,10.808824,559.863,0.3477,10808.824,14.116690037,14.464414012,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
6,"Spectrogram 1",1,0,10.916912,732.129,0.8535,10916.912,17.101697089,17.955201392,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
8,"Spectrogram 1",1,0,10.592647,990.527,0.9303,10592.647,22.597541677,23.527816209,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
10,"Spectrogram 1",1,0,10.052206,516.797,0.7858,10052.206,52.772756676,53.558522542,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
11,"Spectrogram 1",1,0,10.808824,1248.926,0.3477,10808.824,70.985363926,71.333087901,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
12,"Spectrogram 1",1,0,10.484559,1593.457,0.2755,10484.559,71.337603797,71.61307344,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
13,"Spectrogram 1",1,0,10.808824,1291.992,1.0251,10808.824,71.608557544,72.633665887,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
14,"Spectrogram 1",1,0,10.268382,818.262,0.2845,10268.382,77.158593207,77.443094642,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
15,"Spectrogram 1",1,0,10.592647,473.73,0.3929,10592.647,77.443094642,77.835977575,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
16,"Spectrogram 1",1,0,10.376471,904.395,0.2529,10376.471,77.835977575,78.088867739,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
17,"Spectrogram 1",1,0,10.592647,775.195,0.9167,10592.647,78.088867739,79.005594583,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
18,"Spectrogram 1",1,0,10.592647,1981.055,0.271,10592.647,79.303643704,79.574597451,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
19,"Spectrogram 1",1,0,8.971324,1937.988,0.2935,8971.324,78.996562791,79.290096017,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
20,"Spectrogram 1",1,0,10.484559,1851.855,0.3613,10484.559,79.574597451,79.935869114,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
21,"Spectrogram 1",1,0,10.376471,559.863,0.2032,10376.471,80.328752047,80.531967357,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
22,"Spectrogram 1",1,0,10.715888,689.062,0.1806,10715.888,80.531967297,80.712603128,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
23,"Spectrogram 1",1,0,10.303738,1119.727,0.2574,10303.738,80.717119024,80.974525084,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
24,"Spectrogram 1",1,0,2.163785,559.863,0.1129,2163.785,81.313217268,81.426114662,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
25,"Spectrogram 1",1,0,2.060748,1076.66,0.149,2060.748,81.566107431,81.715131992,"y","n","n","n","n","n","n","2/ZOOM0010_TrLR-15.Table.1.selections.txt","ZOOM0010_TrLR-15.wav"
