"UMAP1","UMAP2","type","pred.type","group"
2.52421975692213,1.97936230686475,"Bajo","Bajo",7
1.70951537411751,3.85932905407015,"Inicio.retrasado","Inicio.retrasado",2
-1.76643601980428,3.17266607979071,"X4.partes","X1.parte",6
3.31855656047042,0.814727334469113,"Bajo","Bajo",9
3.22557012110079,0.825457160536751,"Bajo","Bajo",9
3.3967216746128,0.835443664762276,"Bajo","Bajo",9
-1.69178211222373,-5.4895862312093,"Cacareo","Corto",1
-1.91931053094001,-5.74629130914706,"Cacareo","Corto",1
2.76844337891563,3.43881317181666,"Inicio.retrasado","Inicio.retrasado",7
2.97488443933954,2.73290519657434,"Bajo","Bajo",7
3.11581888881928,0.565448175405787,"Bajo","Bajo",9
0.720583920003053,2.75815034795503,"X2.partes","Inicio.retrasado",2
0.177907548156958,-5.04604861042976,"Cacareo","Cacareo",8
-0.0834684972550892,-5.18621119313595,"Cacareo","Cacareo",8
-0.0364629759965327,-4.83640956425201,"Cacareo","Corto",8
0.0684876940464826,-4.52865116934236,"Cacareo","Medio.corto",4
-0.173583297613025,-5.23432318939492,"Cacareo","Cacareo",8
0.85485637898413,-4.99370683794758,"Cacareo","Medio.corto",8
0.420211698510695,-5.06725928124802,"Cacareo","Medio.corto",8
0.39426370356745,-5.0696211738442,"Cacareo","Medio.corto",8
-0.057078422198631,-5.29807561248497,"Cacareo","Corto",8
-0.0232902235253163,-5.17344590848108,"Cacareo","Cacareo",8
1.16497649952872,-1.17315250951649,"Cacareo","Prefijo",9
0.0220999957180188,-5.17434256106829,"Cacareo","Cacareo",8
0.874947674325035,-5.02772949849725,"Cacareo","Medio.corto",8
0.902888914559715,-4.97095647446095,"Cacareo","Medio",8
1.00132445535612,-5.09345723787888,"Corto","Medio.corto",8
0.811872440460711,-5.36993922136833,"Medio.corto","Medio",8
0.440099691481384,-5.45800678490247,"Corto","Corto",8
1.36367478761712,-4.82452488880186,"Medio.corto","Medio",8
0.0878216179973469,-4.84641030464511,"Cacareo","Medio.corto",8
0.139381464104147,-5.02423866098507,"Cacareo","Corto",8
-2.10198107479244,-6.2379507937784,"Cacareo","Cacareo",1
0.53304329273158,-5.38744716892244,"Cacareo","Cacareo",8
0.0144769618579362,-4.06087738898479,"Cacareo","Cacareo",4
0.323725897322928,-3.738559242028,"Cacareo","Cacareo",5
0.207288658151895,-3.17686938346292,"Cacareo","Medio.corto",5
0.256231657319568,-3.03107174056701,"Cacareo","Medio.corto",5
0.273818505926247,-3.24908737577767,"Cacareo","Medio.corto",5
0.235499741235159,-3.54858588143581,"Cacareo","Medio.corto",5
0.798452445449123,-5.22069029782242,"Cacareo","Cacareo",8
0.773203030236174,-3.70389991801536,"Cacareo","Medio.corto",5
0.419454362421113,-5.46916279095628,"Cacareo","Cacareo",8
0.446835352390231,-5.51680637125864,"Cacareo","Corto",8
0.14872520774259,-5.48533420036642,"Cacareo","Cacareo",8
0.0908003266758233,-5.44930005551609,"Cacareo","Cacareo",8
-0.543483916523102,-5.21018509320887,"Cacareo","Corto",8
0.35037493688509,-5.33368635813468,"Cacareo","Cacareo",8
0.709105335575836,-5.52671321000779,"Cacareo","Medio.corto",8
0.940148042457661,-5.27551630928322,"Cacareo","Medio.corto",8
-0.702721535353755,-5.29822642044754,"Cacareo","Cacareo",8
0.0645853954936238,-5.57677722613216,"Cacareo","Cacareo",8
0.737707269467818,-5.35725922960115,"Cacareo","Medio.corto",8
0.328249790339658,-5.32880961844077,"Cacareo","Cacareo",8
0.305668822902272,-5.44530520758596,"Cacareo","Cacareo",8
0.47293120726877,-5.52738127037836,"Cacareo","Medio.corto",8
0.750878384729867,-5.46971110746428,"Cacareo","Medio.corto",8
0.65845063407733,-5.5508790526051,"Cacareo","Cacareo",8
2.37792304593339,2.74772355674469,"Inicio.Corto","Bajo",7
0.646794146931255,-5.30844671582796,"Cacareo","Medio.corto",8
1.01463068585825,-4.9649934667402,"Cacareo","Medio.corto",8
0.490804846172704,-5.41947724508916,"Cacareo","Corto",8
0.867489289388556,-5.36309803651065,"Cacareo","Medio.corto",8
0.890634710042567,-5.3115956707237,"Cacareo","Medio.corto",8
0.855493755269186,-5.33126188170131,"Cacareo","Cacareo",8
0.47804117304078,-5.47647951700284,"Cacareo","Cacareo",8
0.658822113758952,-5.34580179977896,"Cacareo","Cacareo",8
0.856024909601046,-5.45049722163871,"Cacareo","Medio.corto",8
0.857969960146127,-5.44595351617896,"Cacareo","Medio.corto",8
2.92690864502616,0.30958837021029,"Medio","Medio",9
0.38697193539551,-5.46723148553859,"Corto","Corto",8
1.40110864350206,-3.60118573891526,"Medio.corto","Inicio.Corto",5
1.1573733224821,-3.65647715091691,"Medio.corto","Inicio.Corto",5
1.6427159181996,-1.31047436368056,"Inicio.Corto","Inicio.Corto",9
1.08031346964552,-4.94634958332447,"Medio","Medio",8
1.6775181461827,-1.32408230859856,"Inicio.Corto","Inicio.Corto",9
-1.41242435124162,-5.52262389037509,"Corto","Cacareo",1
1.00705838013255,-3.84415600729616,"Corto","Corto",5
-0.00412439299253525,-5.16163309592849,"Corto","Corto",8
1.37807480261232,-1.79346108594702,"X5.partes","Inicio.Corto",9
-0.872746670777123,-4.37017815011808,"Corto","Corto",4
1.45623194563997,-2.14561542603962,"Lleno","Inicio.Corto",9
1.58134446079418,3.3886241153139,"Bajo","Inicio.retrasado",2
1.48628128495533,-1.57304981780356,"Inicio.Corto","Inicio.Corto",9
-1.00518328554655,-3.93527229196792,"Inicio.Corto","Corto",4
1.26014426226251,3.17679311965437,"X3.partes","X3.partes",2
0.209017519853138,4.1232064024285,"X4.partes","X3.partes",6
1.25007499080056,3.00889914861257,"Inicio.Corto","X3.partes",2
0.591501939923293,0.677719128047915,"Prefijo","Prefijo",2
0.402088658507103,-0.94552311157594,"Prefijo","Prefijo",4
0.0126226464241511,-0.593243539861606,"Prefijo","Prefijo",4
-2.37663799898687,3.218191019198,"X2.partes","X1.parte",3
2.42135227636327,3.46509319874769,"Prefijo","Inicio.retrasado",7
-0.215155238305339,3.8579738667557,"X2.partes","X3.partes",6
1.07044024567328,3.79523432618302,"X2.partes","X2.partes",2
-0.21236560248001,-2.43090812715302,"Inicio.Corto","Inicio.Corto",4
1.1087628094048,2.9767423342376,"X3.partes","X3.partes",2
-2.06178127286564,-5.93187162064312,"Cacareo","Corto",1
1.14378904021265,3.24805541565882,"X2.partes","X5.partes",2
-2.09092121781599,-5.99365503099991,"Cacareo","Corto",1
0.856404402411137,4.20373777911741,"X4.partes","X3.partes",6
-2.21732889479457,-6.14655498176737,"Corto","Cacareo",1
-1.29998879358444,0.609509415912812,"Lleno","Lleno",6
1.89908152523837,2.83615422297227,"Inicio.Corto","Inicio.Corto",2
1.35662759815731,-1.78719790344568,"Lleno","Lleno",9
0.930046557686152,1.06256155806441,"Prefijo","Prefijo",2
-1.00871117090996,0.655718577379974,"X1.parte","Prefijo",6
2.71814779197405,2.66874530348888,"Bajo","Bajo",7
1.60410392465781,2.88805192968616,"X3.partes","X3.partes",2
-1.81282980326146,-5.20141268693505,"Corto","Corto",1
1.79608872042804,2.84496678385065,"X3.partes","X3.partes",2
-2.17812023465031,-6.04165405848443,"Corto","Cacareo",1
2.15978427312792,3.89706552974591,"X2.partes","Inicio.retrasado",2
2.58688375420269,3.59717339058172,"Inicio.retrasado","Inicio.retrasado",7
1.37807806766536,1.2827747812234,"Prefijo","X3.partes",2
-1.57247599618983,0.728523610516556,"X2.partes","Prefijo",6
2.39116396561372,1.66638450000026,"X1.parte","X2.partes",7
-1.54473710343447,-5.8008298571531,"Corto","Cacareo",1
0.378250324174465,0.668155263386171,"Prefijo","Prefijo",2
-2.8349066761642,2.66008487418275,"X2.partes","X1.parte",3
-0.456704832209445,0.303864663010163,"X3.partes","Corto",2
0.0179985661647714,1.57841963605335,"X2.partes","X2.partes",2
-2.39296618546317,3.4925574051515,"X4.partes","X4.partes",3
-2.28583526473363,-6.06179729039628,"Corto","Cacareo",1
-2.36522353386009,4.70758744732044,"X4.partes","X4.partes",3
-0.53956661278118,3.60012655696318,"X2.partes","X5.partes",6
1.65569019398818,3.83169323201118,"X2.partes","X3.partes",2
0.364538314740564,0.76128820224801,"Prefijo","X3.partes",2
1.30670680705802,2.05717740173176,"Prefijo","Inicio.Corto",2
1.65613330865176,-1.17450069094821,"X1.parte","Inicio.Corto",9
0.16020403271558,-1.9541124194652,"Cacareo","Medio.corto",4
-0.870948579278082,-3.65342073480016,"Cacareo","Cacareo",4
-1.7304482339894,-5.60921010440364,"Cacareo","Corto",1
-0.97634029102994,-4.83406953350698,"Cacareo","Corto",1
-1.7747482286827,-5.58404046212197,"Cacareo","Corto",1
-1.55974805277771,-4.86441953237363,"Cacareo","Corto",1
-1.01678956891039,-4.15446869740781,"Cacareo","Corto",4
-0.894233656330078,-3.77108933516215,"Cacareo","Corto",4
0.126492650432273,-2.95322270085319,"Cacareo","Medio.corto",5
-2.05458845224689,-6.32611770428543,"Cacareo","Cacareo",1
-1.4666553774842,-5.57023605712015,"Cacareo","Cacareo",1
-0.782534909212989,-4.30223115997741,"Cacareo","Corto",4
-1.09625123546113,-4.73263617861975,"Cacareo","Corto",1
-1.26678663349629,-4.89778224770329,"Cacareo","Corto",1
-1.00268067577156,-4.64980742790109,"Cacareo","Cacareo",1
-2.16900289210827,-6.01886610824189,"Cacareo","Cacareo",1
-0.45366645605949,-1.69770831395782,"Cacareo","Corto",4
-0.549463975447981,-2.08640610272957,"Cacareo","Corto",4
-1.03464495799289,-4.21959153805461,"Cacareo","Cacareo",4
-0.911799080737307,-4.13724875227188,"Cacareo","Cacareo",4
2.49374348653908,1.59256784159513,"Bajo","Bajo",7
1.57466156496163,-1.52917798110099,"Lleno","Inicio.Corto",9
-1.5463497622763,-4.72960505100437,"Corto","Corto",1
0.798895769060926,0.774726629532148,"Prefijo","X5.partes",2
-1.33611225859685,0.494561128648254,"X1.parte","Prefijo",6
0.24923112536412,2.83723825743663,"X2.partes","X5.partes",6
-1.34134661323308,-5.09927912583297,"Cacareo","Cacareo",1
-1.56257415805542,-5.10913166404935,"Cacareo","Cacareo",1
-1.60697565944942,-5.17366911775937,"Cacareo","Cacareo",1
-1.514218166142,-5.0375101229053,"Cacareo","Cacareo",1
-1.83692887589434,-5.95663664971184,"Cacareo","Cacareo",1
-2.08678881566821,-5.99107499779014,"Cacareo","Cacareo",1
-0.336683874072548,-1.16616131571253,"X2.partes","Prefijo",4
0.916763632359443,1.51116526543169,"X3.partes","Prefijo",2
-0.34551844419254,1.49501264629732,"X2.partes","X4.partes",6
-1.38179290914913,0.596300957460179,"X1.parte","Prefijo",6
0.500044528919855,4.22250232424787,"X2.partes","X4.partes",6
1.85970038700808,0.700132245743317,"Bajo","Prefijo",2
-2.00701800110424,0.553057609416568,"Lleno","Graznido",6
0.630928335818386,3.65202209437498,"X1.parte","X3.partes",6
-1.36890643684433,1.74319844942948,"X2.partes","Prefijo",6
-0.708750168662229,-5.04610524072044,"Cacareo","Corto",8
-1.34916195668101,-4.70423529028789,"Cacareo","Corto",1
-1.81086790835085,-5.33553168063679,"Cacareo","Cacareo",1
-1.0125143912272,-5.51908421278801,"Cacareo","Corto",8
-2.21465490169146,-6.126841015884,"Cacareo","Cacareo",1
-2.19910048296963,4.75108304346725,"X4.partes","X5.partes",3
-2.15455396021471,-6.14892376732346,"Cacareo","Cacareo",1
-0.677437299317421,-3.90913230265681,"Medio.corto","Corto",4
2.13137920268676,2.59188698908546,"X2.partes","Medio",2
-1.74779635633665,-5.93126960611279,"Cacareo","Corto",1
-1.52534107270412,-5.82768907402234,"Cacareo","Cacareo",1
-0.191670724852979,0.563355408133313,"Graznido","Prefijo",2
-2.46153306752777,2.94570675605289,"X1.parte","X1.parte",3
-1.82448685172977,0.613656770228134,"Lleno","Graznido",6
0.483528507507544,4.19271448090491,"X2.partes","X3.partes",6
-2.33582638183963,-6.16678227310198,"Corto","Cacareo",1
-0.567045448216213,3.72825283746953,"X3.partes","X3.partes",6
1.43660534099921,3.98979569560298,"X2.partes","X2.partes",2
-2.06702719737389,-5.80782011419977,"Corto","Corto",1
-0.690997331557043,3.54532777021129,"X3.partes","X4.partes",6
1.05974793684755,2.69788909812385,"X3.partes","Inicio.Corto",2
-1.47397362970384,-5.19958146615355,"Corto","Corto",1
-0.195407971446808,-2.74381574903147,"Lleno","Inicio.Corto",5
-0.516824690116169,-5.5654913517452,"Cacareo","Cacareo",8
-0.781268475100926,-5.29739991856899,"Cacareo","Cacareo",8
-0.921068431877827,4.32480728785069,"X4.partes","X5.partes",6
-2.36857124578094,4.89948878092655,"X4.partes","X4.partes",3
-2.29572212287686,-6.11444234711517,"Corto","Cacareo",1
-2.10750915515796,4.74218066489578,"X4.partes","X4.partes",3
-2.11499217162415,-5.98383114571532,"Corto","Corto",1
-1.77474193520327,-5.26364433468071,"Corto","Corto",1
1.48334000866823,2.85299546268806,"X3.partes","X3.partes",2
-1.8852614524025,-5.41456576350506,"Cacareo","Cacareo",1
0.637354948799278,2.39720362149055,"Inicio.Corto","Inicio.Corto",2
-2.34177060283434,-6.13835893219067,"Cacareo","Cacareo",1
1.89245347131318,2.81281872177733,"X3.partes","Inicio.Corto",2
-0.00931519734388478,0.0940274142442305,"Bajo","Prefijo",2
1.238695863583,3.79960163817336,"Bajo","X3.partes",2
2.58237062485181,1.53606661077929,"Bajo","Bajo",7
-2.27899619005139,-6.07320813002245,"Corto","Cacareo",1
-0.722138871214062,-2.82629499457575,"Prefijo","Corto",4
-2.3233879414693,4.90049853850275,"X4.partes","X4.partes",3
0.42353739957908,0.655968385855105,"X3.partes","Prefijo",2
-2.30397084519491,-6.12011366745743,"Cacareo","Cacareo",1
-2.31267285255219,-6.16413894288816,"Corto","Cacareo",1
-2.37480202072237,4.79394342590233,"X5.partes","X4.partes",3
-2.12200270014629,-6.03310893710113,"Corto","Cacareo",1
-1.44536148271946,-4.89991988741221,"Corto","Corto",1
-2.06620714337461,4.14168307332364,"X4.partes","X4.partes",6
1.41393090213035,3.91767857184938,"Bajo","Inicio.retrasado",2
2.7493892014455,2.84258181621027,"Bajo","Bajo",7
-1.12874046504652,-5.66896706758128,"Corto","Cacareo",8
-0.492452826418183,3.44757750469557,"X3.partes","X5.partes",6
-2.28344477348707,-6.11166260286758,"Cacareo","Cacareo",1
-1.76307317945357,-5.18606445511945,"Cacareo","Cacareo",1
1.30418381280976,3.09200349679182,"X3.partes","X3.partes",2
-0.663244420248025,3.54728325928848,"X2.partes","X3.partes",6
1.8544904110482,2.27110703423539,"X3.partes","Inicio.Corto",2
2.06359263783112,3.15237111556189,"Bajo","Bajo",2
0.150316049574866,-3.26038292561588,"Lleno","Inicio.Corto",5
1.53446387280187,-1.17982365973022,"Lleno","Medio",9
-1.20986327599805,0.972535193161685,"X2.partes","Prefijo",6
0.513410599785926,4.18219328724583,"X4.partes","X4.partes",6
-0.45750397100628,-1.25472864407179,"X2.partes","Cacareo",4
